rank,name,repo,github_url,category,language,stars,forks,open_issues,created,last_update,days_since_update,trend_score,trend_rank,priority,phase,editorial_pick,pub_dev,youtube_signal,yt_search,topics,description,planned_title,slug,status
67,Flutter-Responsive-Admin-Panel-or-Dashboard,abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard,https://github.com/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard,App/Template,Dart,7106,2011,34,2021-05-03,2026-06-28,18,7106,51,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+flutter-responsive-admin-panel-or-dashboard,"app, dashboard, dashboard-templates, flutter, web",Responsive Admin Panel or Dashboard using Flutter,Inside Flutter-Responsive-Admin-Panel-or-Dashboard: an open-source Flutter app worth studying,flutter-responsive-admin-panel-or-dashboard,Planned
68,billd-desk,galaxy-s10/billd-desk,https://github.com/galaxy-s10/billd-desk,Library/Tooling,TypeScript,6988,855,5,2024-02-27,2026-07-11,5,6988,52,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+billd-desk,"coturn, electron, flutter, nodejs, parsec, remote-desktop",基于Vue3 + WebRTC + Nodejs + Flutter搭建的远程桌面控制、游戏串流,billd-desk: a Flutter developer's guide,billd-desk,Planned
69,aidea,mylxsw/aidea,https://github.com/mylxsw/aidea,AI/ML,Dart,6931,1050,22,2023-08-30,2026-03-04,134,4505,79,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+aidea,"ai, chatbot, flutter, gpt, gpt-4, stable-diffusion","An APP that integrates mainstream large language models and image generation models, built with Flutter, with fully open-source code.",Add AI to your Flutter app with aidea,aidea,Planned
70,AndroidProject,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,Library/Tooling,Java,6895,1419,1,2018-10-23,2026-07-11,5,6895,53,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+androidproject,"android, baseactivity, compose, dialog, flutter, glide",Android 技术中台，但愿人长久，搬砖不再有,AndroidProject: a Flutter developer's guide,androidproject,Planned
71,flutter-tips-and-tricks,vandadnp/flutter-tips-and-tricks,https://github.com/vandadnp/flutter-tips-and-tricks,UI/Components,Dart,6814,1107,8,2021-03-29,2023-09-10,1040,1704,166,Medium,P4,,,High,https://www.youtube.com/results?search_query=flutter+flutter-tips-and-tricks,"dart, flutter, flutter-ui",A Collection of Flutter and Dart Tips and Tricks,Build better Flutter UI with flutter-tips-and-tricks,flutter-tips-and-tricks,Planned
72,HistoryOfEverything,2d-inc/HistoryOfEverything,https://github.com/2d-inc/HistoryOfEverything,Library/Tooling,Dart,6590,987,56,2018-09-29,2021-09-22,1758,1648,167,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+historyofeverything,,Flutter Launch Timeline Demo,HistoryOfEverything: a Flutter developer's guide,historyofeverything,Planned
73,gallery,flutter-team-archive/gallery,https://github.com/flutter-team-archive/gallery,Library/Tooling,Dart,6576,1544,11,2020-03-05,2026-06-08,38,5590,64,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+gallery,"dart, flutter",Flutter Gallery was a resource to help developers evaluate and use Flutter,gallery: a Flutter developer's guide,gallery,Planned
74,reqable-app,reqable/reqable-app,https://github.com/reqable/reqable-app,Backend/Data,,6522,252,805,2022-12-02,2026-07-15,1,6522,55,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+reqable-app,"android-app, capture, debugging-tool, desktop-app, flutter, http",Reqable issue track repo,Data & backend in Flutter using reqable-app,reqable-app,Planned
75,Flutter-UI-Kit,iampawan/Flutter-UI-Kit,https://github.com/iampawan/Flutter-UI-Kit,UI/Components,Dart,6289,1150,14,2018-06-21,2022-06-13,1494,1572,174,Medium,P4,,,High,https://www.youtube.com/results?search_query=flutter+flutter-ui-kit,"dart, flutter, uikit",Flutter app for collection of UI in a UIKit,Build better Flutter UI with Flutter-UI-Kit,flutter-ui-kit,Planned
76,projectlearn-project-based-learning,Xtremilicious/projectlearn-project-based-learning,https://github.com/Xtremilicious/projectlearn-project-based-learning,AI/ML,TypeScript,6111,525,7,2019-12-01,2026-05-30,47,5194,71,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+projectlearn-project-based-learning,"artificial-intelligence, flutter, game-development, learning-by-doing, machine-learning, mobile-development",A curated list of project tutorials for project-based learning.,Add AI to your Flutter app with projectlearn-project-based-learning,projectlearn-project-based-learning,Planned
77,FlutterScreens,samarthagarwal/FlutterScreens,https://github.com/samarthagarwal/FlutterScreens,UI/Components,Dart,6020,1359,19,2018-07-14,2024-02-21,876,1505,177,Medium,P4,,,High,https://www.youtube.com/results?search_query=flutter+flutterscreens,"dart, dartlang, flutter, flutter-apps, flutter-widget","A collection of Screens and attractive UIs built with Flutter ready to be used in your applications. No external libraries are used. Just download, add to your ",Build better Flutter UI with FlutterScreens,flutterscreens,Planned
78,namida,namidaco/namida,https://github.com/namidaco/namida,Backend/Data,Dart,6014,325,138,2023-02-12,2026-07-01,15,6014,58,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+namida,"android, android-app, android-music-player, audio-player, beautiful-ui, flutter","A Beautiful and Feature-rich Music & Video Player with Youtube Support, Built in Flutter",Data & backend in Flutter using namida,namida,Planned
79,flukit,flutterchina/flukit,https://github.com/flutterchina/flukit,UI/Components,Dart,5941,663,18,2018-09-21,2024-05-20,787,1485,180,Medium,P4,,,High,https://www.youtube.com/results?search_query=flutter+flukit,flutter," A Flutter UI Kit（一个 Flutter UI组件库），包含 ScaleView, Swiper, PullRefresh, WaterMark, GradientCircularProgressIndicator...",Build better Flutter UI with flukit,flukit,Planned
80,go-flutter,go-flutter-desktop/go-flutter,https://github.com/go-flutter-desktop/go-flutter,Library/Tooling,Go,5940,278,65,2018-08-19,2026-07-10,6,5940,59,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+go-flutter,"cross-platform, desktop, flutter, glfw, go, golang","Flutter on Windows, MacOS and Linux - based on Flutter Embedding, Go and GLFW.",go-flutter: a Flutter developer's guide,go-flutter,Planned
81,ffmpeg-kit,arthenica/ffmpeg-kit,https://github.com/arthenica/ffmpeg-kit,App/Template,C,5851,2543,70,2020-07-28,2026-07-02,14,5851,61,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+ffmpeg-kit,"android, ffmpeg, flutter, ios, linux, macos","FFmpeg Kit for applications. Supports Android, Flutter, iOS, Linux, macOS, React Native and tvOS. Supersedes MobileFFmpeg, flutter_ffmpeg and react-native-ffmpe",Inside ffmpeg-kit: an open-source Flutter app worth studying,ffmpeg-kit,Planned
82,GooglePhotosTakeoutHelper,TheLastGimbus/GooglePhotosTakeoutHelper,https://github.com/TheLastGimbus/GooglePhotosTakeoutHelper,Backend/Data,Dart,5798,313,86,2020-04-02,2025-01-29,533,1450,181,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+googlephotostakeouthelper,"exif, exif-data, google-photos, google-takeout, json, python-scripts",Script that organizes the Google Takeout archive into one big chronological folder,Data & backend in Flutter using GooglePhotosTakeoutHelper,googlephotostakeouthelper,Planned
83,flutter_wanandroid,Sky24n/flutter_wanandroid,https://github.com/Sky24n/flutter_wanandroid,State management,Dart,5671,1215,14,2018-09-27,2021-05-21,1882,1418,183,Medium,P4,,https://pub.dev/packages/flutter_wanandroid,High,https://www.youtube.com/results?search_query=flutter+flutter-wanandroid,"bloc, flutter, rxdart, wanandroid",🔥🔥🔥  基于Google Flutter的WanAndroid客户端，支持Android和iOS。包括BLoC、RxDart 、国际化、主题色、启动页、引导页！,State management in Flutter with flutter_wanandroid: a practical guide,flutter-wanandroid,Planned
84,retos-programacion-2023,mouredev/retos-programacion-2023,https://github.com/mouredev/retos-programacion-2023,UI/Components,Python,5623,2890,1,2022-12-22,2026-07-16,0,5623,63,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+retos-programacion-2023,"challenges, csharp, dart, ejercicios, ejerciciosresueltos, go",Ejercicios de código semanales en 2023 de la comunidad MoureDev para practicar lógica en cualquier lenguaje de programación.,Build better Flutter UI with retos-programacion-2023,retos-programacion-2023,Planned
85,miru-app,miru-project/miru-app,https://github.com/miru-project/miru-app,Animation,Dart,5561,238,137,2023-04-27,2025-12-05,223,2502,121,High,P3,,,High,https://www.youtube.com/results?search_query=flutter+miru-app,"android, anime, apk, bangumi, bittorrent, flutter","🎉 A versatile application that is free, open-source, and supports extension sources for videos, comics, and novels, available on Android, Windows, and Web plat",Beautiful Flutter animations with miru-app,miru-app,Planned
86,AniCh,Sle2p/AniCh,https://github.com/Sle2p/AniCh,Animation,Dart,5508,123,85,2024-08-25,2026-07-15,1,5508,65,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+anich,"acg, anime, anime-chan, anime-channel, anime4k, bangumi",一个支持超分辨率的在线动漫弹幕APP。多平台，多番剧源，多弹幕，高清无广告。追番看番必备软件。,Beautiful Flutter animations with AniCh,anich,Planned
87,fvm,conceptadev/fvm,https://github.com/conceptadev/fvm,Library/Tooling,Dart,5490,283,59,2019-02-22,2026-07-13,3,5490,66,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+fvm,"cli, dart, flutter, flutter-releases, flutter-sdk-versions, fvm",Flutter Version Management: A simple CLI to manage Flutter SDK versions.,fvm: a Flutter developer's guide,fvm,Planned
88,Flutter-learning,AweiLoveAndroid/Flutter-learning,https://github.com/AweiLoveAndroid/Flutter-learning,UI/Components,Dart,5421,830,17,2018-05-24,2022-02-12,1615,1355,186,Medium,P4,,,High,https://www.youtube.com/results?search_query=flutter+flutter-learning,"android-flutter, android-ios, dart, flutter, flutter-app, flutter-apps",":octocat::fire: :+1:  :star2:  :star: :star::star: Flutter all you want.Flutter install,flutter samples,Flutter projects,Flutter plugin,Flutter problems,Dart co",Build better Flutter UI with Flutter-learning,flutter-learning,Planned
89,flutter_rust_bridge,fzyzcjy/flutter_rust_bridge,https://github.com/fzyzcjy/flutter_rust_bridge,Library/Tooling,Dart,5338,408,59,2021-10-04,2026-07-16,0,5338,68,High,P2,,https://pub.dev/packages/flutter_rust_bridge,Low,https://www.youtube.com/results?search_query=flutter+flutter-rust-bridge,"bindgen, dart, ffi, flutter, rust","Flutter/Dart <-> Rust binding generator, feature-rich, but seamless and simple.",flutter_rust_bridge: a Flutter developer's guide,flutter-rust-bridge,Planned
90,jasmine,ComicSparks/jasmine,https://github.com/ComicSparks/jasmine,Library/Tooling,Dart,5313,353,5,2022-01-02,2026-05-05,72,4516,78,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+jasmine,"acg, comic, cosplay, flutter, hentai, ios",A comic browser，support Android / iOS / MacOS / Windows / Linux. ,jasmine: a Flutter developer's guide,jasmine,Planned
91,packages,flutter/packages,https://github.com/flutter/packages,Library/Tooling,Dart,5261,3810,103,2017-08-01,2026-07-16,0,5261,69,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+packages,,A collection of useful packages maintained by the Flutter team,packages: a Flutter developer's guide,packages,Planned
92,JHenTai,jiangtian616/JHenTai,https://github.com/jiangtian616/JHenTai,App/Template,Dart,5260,158,160,2022-03-17,2026-07-12,4,5260,70,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+jhentai,"e-hentai, ehentai, ehtagtranslation, ehviewer, exhentai, flutter",A cross-platform manga app made for e-hentai & exhentai by Flutter,Inside JHenTai: an open-source Flutter app worth studying,jhentai,Planned
93,provider,rrousselGit/provider,https://github.com/rrousselGit/provider,State management,Dart,5259,526,38,2018-10-19,2026-03-10,128,3418,98,High,P2,Yes,https://pub.dev/packages/provider,High,https://www.youtube.com/results?search_query=flutter+provider,"dart, flutter, hacktoberfest, provider, state-management","InheritedWidgets, but simple",State management in Flutter with provider: a practical guide,provider,Planned
94,SpotiFLAC-Mobile,spotiflacapp/SpotiFLAC-Mobile,https://github.com/spotiflacapp/SpotiFLAC-Mobile,Backend/Data,Dart,5188,233,82,2025-12-31,2026-07-12,4,5188,72,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+spotiflac-mobile,"android, flac, flutter, golang, ios, lossless","Mobile music utility built with Flutter and Go. High-quality audio management for your personal library. - open source, no ads, no subscription.",Data & backend in Flutter using SpotiFLAC-Mobile,spotiflac-mobile,Planned
95,lsp-mode,emacs-lsp/lsp-mode,https://github.com/emacs-lsp/lsp-mode,Library/Tooling,Emacs Lisp,5105,973,488,2016-12-02,2026-07-16,0,5105,73,High,P2,,,Low,https://www.youtube.com/results?search_query=flutter+lsp-mode,"angular, cpp, dart, emacs, eslint, golang",Emacs client/library for the Language Server Protocol,lsp-mode: a Flutter developer's guide,lsp-mode,Planned
96,FigmaToCode,bernaferrari/FigmaToCode,https://github.com/bernaferrari/FigmaToCode,AI/ML,TypeScript,5063,482,47,2020-06-19,2026-05-13,64,4304,85,High,P2,,,High,https://www.youtube.com/results?search_query=flutter+figmatocode,"conversion, figma, figma-plugins, flutter, html, react","Generate responsive pages and apps on HTML, Tailwind, Flutter and SwiftUI.",Add AI to your Flutter app with FigmaToCode,figmatocode,Planned
97,aves,deckerst/aves,https://github.com/deckerst/aves,UI/Components,Dart,4954,202,167,2019-08-04,2026-07-16,0,4954,74,High,P2,,,Medium,https://www.youtube.com/results?search_query=flutter+aves,"android, exif, flutter, gallery, geotiff, gpx","Aves is a gallery and metadata explorer app, built for Android with Flutter.",Build better Flutter UI with aves,aves,Planned
98,kraken,openkraken/kraken,https://github.com/openkraken/kraken,Library/Tooling,TypeScript,4929,303,207,2020-12-04,2022-12-30,1294,1232,195,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+kraken,"engine, flutter, kraken, web","A web standards-compliant, high-performance rendering engine based on Flutter.",kraken: a Flutter developer's guide,kraken,Planned
99,one-day-one-language,mouredev/one-day-one-language,https://github.com/mouredev/one-day-one-language,Library/Tooling,C#,4892,260,1,2023-03-30,2024-11-22,601,1223,196,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+one-day-one-language,"csharp, curso, dart, go, java, javascript","Cómo dar en un día tus primeros pasos en cada lenguaje de programación. Introducción, configuración e instalación, usos habituales, fundamentos, sintaxis y próx",one-day-one-language: a Flutter developer's guide,one-day-one-language,Planned
100,E-commerce-Complete-Flutter-UI,abuanwar072/E-commerce-Complete-Flutter-UI,https://github.com/abuanwar072/E-commerce-Complete-Flutter-UI,UI/Components,Dart,4826,1990,34,2020-08-06,2024-08-23,692,1206,197,Medium,P4,,,Medium,https://www.youtube.com/results?search_query=flutter+e-commerce-complete-flutter-ui,"android, android-app, ecommerce, flutter, flutter-ecommerce, flutter-ecommerce-template",The FlutterShop template makes it easier to develop an e-commerce app using Flutter. It includes all the necessary pages to build a shopping app for both Androi,Build better Flutter UI with E-commerce-Complete-Flutter-UI,e-commerce-complete-flutter-ui,Planned
